Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
DLFM03_02767|S10_PIP_42|gene-2|+|241-1134|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	298	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_02815|S10_PIP_22|gene-2|+|330-1493|complete	ampC	class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	388	NA	NA	NA	NA	NA	NA	NF033085.1	class C beta-lactamase
DLFM03_02827|S10_CHL_28|gene-2|+|406-1578|complete	cmx_cmrA	Cmx/CmrA family chloramphenicol efflux MFS transporter	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	HMM	391	NA	NA	NA	NA	NA	NA	NF033135.1	Cmx/CmrA family chloramphenicol efflux MFS transporter
DLFM03_02830|S10_CHL_22|gene-4|-|2826-3482|complete	catA	type A chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	HMM	219	NA	NA	NA	NA	NA	NA	NF000491.1	type A chloramphenicol O-acetyltransferase
DLFM03_02832|S10_TET_61|gene-1|+|143-1327|complete	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	395	NA	NA	NA	NA	NA	NA	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
DLFM03_02834|S10_TET_63|gene-2|-|1071-2270|complete	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	400	NA	NA	NA	NA	NA	NA	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
DLFM03_02868|S10_PEN_6|gene-2|-|384-1199|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	272	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_02872|S10_CAZ_17|gene-2|+|1813-2703|complete	bla	class A beta-lactamase, subclass A2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	297	NA	NA	NA	NA	NA	NA	NF012099.1	class A beta-lactamase, subclass A2
DLFM03_02873|S10_CAZ_13|gene-4|+|1862-2638|complete	bla	subclass B1 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	259	NA	NA	NA	NA	NA	NA	NF033088.1	subclass B1 metallo-beta-lactamase
DLFM03_02874|S10_CAZ_11|gene-3|-|1122-1850|complete	bla	subclass B1 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	243	NA	NA	NA	NA	NA	NA	NF033088.1	subclass B1 metallo-beta-lactamase
DLFM03_02897|S10_PEN_17|gene-1|+|454-1398|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	315	NA	NA	NA	NA	NA	NA	NF012167.0	class A beta-lactamase
DLFM03_02935|S09_GEN_4|gene-2|+|794-1642|complete	aac(3)	AAC(3)-IV family aminoglycoside N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	283	NA	NA	NA	NA	NA	NA	NF033081.0	AAC(3)-IV family aminoglycoside N-acetyltransferase
DLFM03_02983|S09_ATM_14|gene-1|+|383-1189|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	269	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_02987|S09_ATM_12|gene-3|+|994-1809|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	272	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_02990|S09_ATM_3|gene-2|+|629-1582|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	318	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_02993|S09_ATM_8|gene-3|+|955-1770|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	272	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03009|S09_PEN_11|gene-2|+|714-1613|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	300	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03016|S09_CAZ_16|gene-1|+|336-1301|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	322	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_03037|S09_ATM_13|gene-1|+|268-1242|complete	bla	class A beta-lactamase, subclass A2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	325	NA	NA	NA	NA	NA	NA	NF012099.1	class A beta-lactamase, subclass A2
DLFM03_03040|S09_ATM_2|gene-3|-|1089-2054|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	322	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_03059|S09_PEN_17|gene-2|-|479-1477|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	333	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_03061|S09_PEN_14|gene-3|+|2283-3182|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	300	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03070|S09_PEN_25|gene-3|+|678-2093|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	472	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03073|S09_PEN_28|gene-1|-|65-937|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	291	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03087|S09_PIP_9|gene-2|-|202-1149|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	316	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03094|S09_PEN_29|gene-2|-|774-1715|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	314	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03101|S09_PEN_8|gene-2|-|1919-3349|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	477	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03102|S09_PIP_5|gene-1|+|116-1153|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	346	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_03130|S09_CHL_1|gene-7|+|3286-3942|complete	catA	type A chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	HMM	219	NA	NA	NA	NA	NA	NA	NF000491.1	type A chloramphenicol O-acetyltransferase
DLFM03_03134|S09_FOX_2|gene-2|-|1022-1912|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	297	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03138|S09_CAZ_7|gene-2|+|709-1587|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	293	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03139|S09_CAZ_6|gene-3|-|1539-2459|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	307	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03140|S09_CAZ_5|gene-3|-|1682-2599|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	306	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03141|S09_CAZ_8|gene-4|-|1396-2451|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	352	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_03151|S09_CHL_2|gene-1|+|103-762|complete	catA	type A chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	HMM	220	NA	NA	NA	NA	NA	NA	NF000491.1	type A chloramphenicol O-acetyltransferase
DLFM03_03174|S08_FOX_7|gene-2|+|795-1655|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	287	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03175|S08_FOX_1|gene-4|-|3048-3995|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	316	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03175|S08_FOX_1|gene-7|+|5051-5941|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	297	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03180|S08_TET_12|gene-2|+|328-1527|complete	tet(48)	tetracycline destructase Tet(48)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	400	399	100.00	99.75	399	WP_099982805.1	tetracycline destructase Tet(48)	NF033476.1	tetracycline destructase
DLFM03_03183|S08_CAZ_8|gene-3|-|638-1594|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	319	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_03184|S08_CAZ_9|gene-2|+|457-1356|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	300	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03185|S08_CAZ_3|gene-4|-|2615-3511|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	299	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03186|S08_CAZ_7|gene-3|+|1413-2345|complete	bla	class A beta-lactamase, subclass A2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	311	NA	NA	NA	NA	NA	NA	NF012099.1	class A beta-lactamase, subclass A2
DLFM03_03217|S08_CAZ_11|gene-2|-|459-1298|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	280	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03218|S08_CAZ_12|gene-2|+|1000-1974|complete	bla	class A beta-lactamase, subclass A2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	325	NA	NA	NA	NA	NA	NA	NF012099.1	class A beta-lactamase, subclass A2
DLFM03_03219|S08_CAZ_13|gene-4|-|2273-3181|complete	bla	class A beta-lactamase, subclass A2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	303	NA	NA	NA	NA	NA	NA	NF012099.1	class A beta-lactamase, subclass A2
DLFM03_03258|S08_FOX_13|gene-1|-|28-975|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	316	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03259|S08_FOX_10|gene-2|-|124-1014|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	297	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03260|S08_FOX_11|gene-3|-|2002-2892|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	297	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03273|S08_TET_6|gene-3|+|1388-2551|complete	tet(47)	tetracycline destructase Tet(47)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	388	415	93.25	99.74	387	WP_099982804.1	tetracycline destructase Tet(47)	NF033476.1	tetracycline destructase
DLFM03_03284|S08_PEN_8|gene-1|-|27-1160|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	378	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_03322|S08_GEN_22|gene-4|+|1815-2276|complete	aac(3)-I	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	154	NA	NA	NA	NA	NA	NA	NF033083.0	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
DLFM03_03328|S08_ATM_20|gene-1|-|275-1090|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	272	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03334|S08_ATM_16|gene-2|-|336-1145|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	270	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03342|S08_PEN_30|gene-2|+|937-2343|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	469	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03353|S08_TZP_3|gene-4|-|1292-2446|complete	ampC	class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	385	NA	NA	NA	NA	NA	NA	NF033085.1	class C beta-lactamase
DLFM03_03368|S08_PEN_11|gene-1|+|179-1078|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	300	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03369|S08_PEN_17|gene-2|-|142-1038|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	299	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03376|S07_PEN_93|gene-2|-|568-1545|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	326	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_03420|S07_PEN_245|gene-2|-|455-1327|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	291	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03442|S07_PEN_251|gene-3|+|1306-2502|complete	ampC	class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	399	NA	NA	NA	NA	NA	NA	NF033085.1	class C beta-lactamase
DLFM03_03486|S07_TET_18|gene-2|-|624-1823|complete	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	400	NA	NA	NA	NA	NA	NA	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
DLFM03_03541|S07_ATM_23|gene-2|+|98-919|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	274	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03552|S07_PIP_213|gene-1|-|81-1496|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	472	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03560|S07_ATM_34|gene-4|-|2647-3462|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	272	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03561|S07_ATM_32|gene-2|-|696-1511|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	272	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03569|S07_ATM_24|gene-2|+|388-1281|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	298	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_03575|S07_TGC_5|gene-2|+|287-1465|complete	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	393	NA	NA	NA	NA	NA	NA	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
DLFM03_03577|S07_FOX_11|gene-1|-|34-828|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	265	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03582|S07_CAZ_12|gene-3|+|2931-3830|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	300	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_03609|S07_TET_13|gene-2|+|283-1461|complete	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	393	NA	NA	NA	NA	NA	NA	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
DLFM03_03611|S07_PEN_85|gene-2|+|219-1184|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	322	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_03614|S07_CAZ_1|gene-3|-|1937-2968|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	344	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_03615|S07_CAZ_2|gene-3|-|1869-2747|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	293	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03616|S07_CAZ_5|gene-3|-|2272-3327|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	352	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_03618|S07_CAZ_6|gene-2|+|717-1697|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	327	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_03620|S07_CAZ_8|gene-3|-|787-1758|complete	blaLRA	subclass B3 metallo-beta-lactamase LRA-8	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	324	305	100.00	93.11	305	WP_063842703.1	subclass B3 metallo-beta-lactamase LRA-8	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03624|S07_FOX_4|gene-4|-|2246-3091|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	282	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03625|S07_FOX_2|gene-2|+|868-1758|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	297	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03730|S07_ATM_52|gene-1|+|491-1204|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	238	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03774|S06_CAZ_22|gene-2|-|704-1717|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	338	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_03775|S06_CAZ_21|gene-2|+|426-1154|complete	bla	subclass B1 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	243	NA	NA	NA	NA	NA	NA	NF033088.1	subclass B1 metallo-beta-lactamase
DLFM03_03786|S06_CAZ_12|gene-3|+|1267-2220|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	318	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03787|S06_CAZ_10|gene-2|+|669-1604|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	312	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_03789|S06_PEN_15|gene-1|-|37-909|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	291	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03797|S06_FOX_18|gene-7|+|4824-5771|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	316	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03798|S06_FOX_19|gene-3|-|1923-2813|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	297	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03804|S06_GEN_3|gene-1|+|161-631|complete	aac(3)-I	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	157	NA	NA	NA	NA	NA	NA	NF033083.0	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
DLFM03_03805|S06_GEN_4|gene-2|-|119-919|complete	aac(3)	aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	267	NA	NA	NA	NA	NA	NA	NF033082.0	aminoglycoside 3-N-acetyltransferase
DLFM03_03846|S06_ATM_8|gene-5|-|2233-3189|complete	bla	class A beta-lactamase, subclass A2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	319	NA	NA	NA	NA	NA	NA	NF012099.1	class A beta-lactamase, subclass A2
DLFM03_03847|S06_ATM_9|gene-3|-|1177-1992|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	272	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03848|S06_ATM_3|gene-4|-|1249-2031|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	261	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM03_03854|S06_PEN_22|gene-2|+|507-1361|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	285	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03868|S06_PEN_3|gene-2|+|576-1994|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	473	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03869|S06_PEN_4|gene-2|+|594-1490|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	299	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03870|S06_PEN_5|gene-2|-|1487-2452|complete	bla	class A beta-lactamase, subclass A2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	322	NA	NA	NA	NA	NA	NA	NF012099.1	class A beta-lactamase, subclass A2
DLFM03_03871|S06_PEN_6|gene-1|+|36-974|complete	bla	class A beta-lactamase, subclass A2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	313	NA	NA	NA	NA	NA	NA	NF012099.1	class A beta-lactamase, subclass A2
DLFM03_03878|S06_FOX_26|gene-4|+|3120-3908|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	263	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03910|S06_FOX_3|gene-2|-|2079-2963|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	295	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03914|S06_FOX_7|gene-2|+|1032-1955|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	308	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03916|S06_CAZ_8|gene-3|-|2135-3013|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	293	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03917|S06_CAZ_6|gene-3|-|946-1827|complete	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	294	NA	NA	NA	NA	NA	NA	NF033105.1	subclass B3 metallo-beta-lactamase
DLFM03_03941|S06_TET_10|gene-1|+|48-1226|complete	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	393	NA	NA	NA	NA	NA	NA	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
DLFM03_03951|S06_PIP_2|gene-1|-|116-928|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	271	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM03_03964|S06_TGC_5|gene-1|+|48-1226|complete	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	393	NA	NA	NA	NA	NA	NA	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
DLFM03_03992|S05_PEN_125|gene-2|+|1084-2253|complete	ampC	class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	390	NA	NA	NA	NA	NA	NA	NF033085.1	class C beta-lactamase
