Accession	family	query_name	Resfams_description
MB-RF048	CTX-M	1028104729|WP_063859975.1|1|1|blaCTX-M-168|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-168	CTX-M beta-lactamase (class a) [ARO:3000016]	627.5
MB-RF034	ClassA	1028104729|WP_063859975.1|1|1|blaCTX-M-168|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-168	Class A beta-lactamase [ARO:3000078]	398.7
MB-RF048	CTX-M	1028104730|WP_063859976.1|1|1|blaCTX-M-169|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-169	CTX-M beta-lactamase (class a) [ARO:3000016]	626.8
MB-RF034	ClassA	1028104730|WP_063859976.1|1|1|blaCTX-M-169|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-169	Class A beta-lactamase [ARO:3000078]	391.0
MB-RF048	CTX-M	1028104738|WP_063859984.1|1|1|blaCTX-M-170|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-170	CTX-M beta-lactamase (class a) [ARO:3000016]	626.6
MB-RF034	ClassA	1028104738|WP_063859984.1|1|1|blaCTX-M-170|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-170	Class A beta-lactamase [ARO:3000078]	391.5
MB-RF048	CTX-M	1028104747|WP_063859993.1|1|1|blaCTX-M-172|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-172	CTX-M beta-lactamase (class a) [ARO:3000016]	624.2
MB-RF034	ClassA	1028104747|WP_063859993.1|1|1|blaCTX-M-172|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-172	Class A beta-lactamase [ARO:3000078]	389.4
MB-RF048	CTX-M	1028104752|WP_063859998.1|1|1|blaCTX-M-173|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-173	CTX-M beta-lactamase (class a) [ARO:3000016]	625.8
MB-RF034	ClassA	1028104752|WP_063859998.1|1|1|blaCTX-M-173|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-173	Class A beta-lactamase [ARO:3000078]	390.0
MB-RF048	CTX-M	1028104759|WP_063860005.1|1|1|blaCTX-M-174|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-174	CTX-M beta-lactamase (class a) [ARO:3000016]	626.0
MB-RF034	ClassA	1028104759|WP_063860005.1|1|1|blaCTX-M-174|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-174	Class A beta-lactamase [ARO:3000078]	399.0
MB-RF048	CTX-M	1028104763|WP_063860009.1|1|1|blaCTX-M-175|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-175	CTX-M beta-lactamase (class a) [ARO:3000016]	623.6
MB-RF034	ClassA	1028104763|WP_063860009.1|1|1|blaCTX-M-175|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-175	Class A beta-lactamase [ARO:3000078]	389.1
MB-RF048	CTX-M	1028104768|WP_063860014.1|1|1|blaCTX-M-176|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-176	CTX-M beta-lactamase (class a) [ARO:3000016]	625.5
MB-RF034	ClassA	1028104768|WP_063860014.1|1|1|blaCTX-M-176|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-176	Class A beta-lactamase [ARO:3000078]	390.4
MB-RF048	CTX-M	1028104773|WP_063860019.1|1|1|blaCTX-M-177|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-177	CTX-M beta-lactamase (class a) [ARO:3000016]	627.3
MB-RF034	ClassA	1028104773|WP_063860019.1|1|1|blaCTX-M-177|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-177	Class A beta-lactamase [ARO:3000078]	389.7
MB-RF048	CTX-M	1028104779|WP_063860025.1|1|1|blaCTX-M-179|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-179	CTX-M beta-lactamase (class a) [ARO:3000016]	624.3
MB-RF034	ClassA	1028104779|WP_063860025.1|1|1|blaCTX-M-179|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-179	Class A beta-lactamase [ARO:3000078]	390.2
MB-RF048	CTX-M	1028104788|WP_063860034.1|1|1|blaCTX-M-180|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-180	CTX-M beta-lactamase (class a) [ARO:3000016]	625.5
MB-RF034	ClassA	1028104788|WP_063860034.1|1|1|blaCTX-M-180|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-180	Class A beta-lactamase [ARO:3000078]	389.7
MB-RF048	CTX-M	1028104789|WP_063860035.1|1|1|blaCTX-M-181|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-181	CTX-M beta-lactamase (class a) [ARO:3000016]	625.6
MB-RF034	ClassA	1028104789|WP_063860035.1|1|1|blaCTX-M-181|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-181	Class A beta-lactamase [ARO:3000078]	387.9
MB-RF048	CTX-M	1028104791|WP_063860036.1|1|1|blaCTX-M-182|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-182	CTX-M beta-lactamase (class a) [ARO:3000016]	626.8
MB-RF034	ClassA	1028104791|WP_063860036.1|1|1|blaCTX-M-182|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-182	Class A beta-lactamase [ARO:3000078]	390.9
MB-RF048	CTX-M	1028104792|WP_063860037.1|1|1|blaCTX-M-19|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-19	CTX-M beta-lactamase (class a) [ARO:3000016]	627.9
MB-RF034	ClassA	1028104792|WP_063860037.1|1|1|blaCTX-M-19|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-19	Class A beta-lactamase [ARO:3000078]	398.6
MB-RF048	CTX-M	1028104794|WP_063860038.1|1|1|blaCTX-M-20|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-20	CTX-M beta-lactamase (class a) [ARO:3000016]	613.6
MB-RF034	ClassA	1028104794|WP_063860038.1|1|1|blaCTX-M-20|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-20	Class A beta-lactamase [ARO:3000078]	402.3
MB-RF048	CTX-M	1028104795|WP_063860039.1|1|1|blaCTX-M-21|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-21	CTX-M beta-lactamase (class a) [ARO:3000016]	619.3
MB-RF034	ClassA	1028104795|WP_063860039.1|1|1|blaCTX-M-21|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-21	Class A beta-lactamase [ARO:3000078]	393.2
MB-RF048	CTX-M	1028104797|WP_063860040.1|1|1|blaCTX-M-23|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-23	CTX-M beta-lactamase (class a) [ARO:3000016]	625.5
MB-RF034	ClassA	1028104797|WP_063860040.1|1|1|blaCTX-M-23|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-23	Class A beta-lactamase [ARO:3000078]	390.5
MB-RF048	CTX-M	1028104799|WP_063860041.1|1|1|blaCTX-M-26|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-26	CTX-M beta-lactamase (class a) [ARO:3000016]	610.8
MB-RF034	ClassA	1028104799|WP_063860041.1|1|1|blaCTX-M-26|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-26	Class A beta-lactamase [ARO:3000078]	387.5
MB-RF048	CTX-M	1028104802|WP_063860042.1|1|1|blaCTX-M-28|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-28	CTX-M beta-lactamase (class a) [ARO:3000016]	627.2
MB-RF034	ClassA	1028104802|WP_063860042.1|1|1|blaCTX-M-28|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-28	Class A beta-lactamase [ARO:3000078]	391.4
MB-RF048	CTX-M	1028104803|WP_063860043.1|1|1|blaCTX-M-29|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-29	CTX-M beta-lactamase (class a) [ARO:3000016]	624.7
MB-RF034	ClassA	1028104803|WP_063860043.1|1|1|blaCTX-M-29|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-29	Class A beta-lactamase [ARO:3000078]	390.3
MB-RF048	CTX-M	1028104809|WP_063860044.1|1|1|blaCTX-M-31|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-31	CTX-M beta-lactamase (class a) [ARO:3000016]	613.1
MB-RF034	ClassA	1028104809|WP_063860044.1|1|1|blaCTX-M-31|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-31	Class A beta-lactamase [ARO:3000078]	402.8
MB-RF048	CTX-M	1028104811|WP_063860045.1|1|1|blaCTX-M-34|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-34	CTX-M beta-lactamase (class a) [ARO:3000016]	625.2
MB-RF034	ClassA	1028104811|WP_063860045.1|1|1|blaCTX-M-34|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-34	Class A beta-lactamase [ARO:3000078]	389.1
MB-RF048	CTX-M	1028104813|WP_063860046.1|1|1|blaCTX-M-35|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-35	CTX-M beta-lactamase (class a) [ARO:3000016]	612.8
MB-RF034	ClassA	1028104813|WP_063860046.1|1|1|blaCTX-M-35|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-35	Class A beta-lactamase [ARO:3000078]	400.8
MB-RF048	CTX-M	1028104815|WP_063860047.1|1|1|blaCTX-M-36|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-36	CTX-M beta-lactamase (class a) [ARO:3000016]	626.0
MB-RF034	ClassA	1028104815|WP_063860047.1|1|1|blaCTX-M-36|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-36	Class A beta-lactamase [ARO:3000078]	391.8
MB-RF048	CTX-M	1028104818|WP_063860048.1|1|1|blaCTX-M-37|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-37	CTX-M beta-lactamase (class a) [ARO:3000016]	625.5
MB-RF034	ClassA	1028104818|WP_063860048.1|1|1|blaCTX-M-37|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-37	Class A beta-lactamase [ARO:3000078]	392.7
MB-RF048	CTX-M	1028104819|WP_063860049.1|1|1|blaCTX-M-38|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-38	CTX-M beta-lactamase (class a) [ARO:3000016]	627.6
MB-RF034	ClassA	1028104819|WP_063860049.1|1|1|blaCTX-M-38|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-38	Class A beta-lactamase [ARO:3000078]	402.5
MB-RF048	CTX-M	1028104821|WP_063860050.1|1|1|blaCTX-M-40|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-40	CTX-M beta-lactamase (class a) [ARO:3000016]	614.9
MB-RF034	ClassA	1028104821|WP_063860050.1|1|1|blaCTX-M-40|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-40	Class A beta-lactamase [ARO:3000078]	389.0
MB-RF048	CTX-M	1028104823|WP_063860051.1|1|1|blaCTX-M-41|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-41	CTX-M beta-lactamase (class a) [ARO:3000016]	606.7
MB-RF034	ClassA	1028104823|WP_063860051.1|1|1|blaCTX-M-41|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-41	Class A beta-lactamase [ARO:3000078]	385.5
MB-RF048	CTX-M	1028104824|WP_063860052.1|1|1|blaCTX-M-42|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-42	CTX-M beta-lactamase (class a) [ARO:3000016]	626.8
MB-RF034	ClassA	1028104824|WP_063860052.1|1|1|blaCTX-M-42|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-42	Class A beta-lactamase [ARO:3000078]	392.3
MB-RF048	CTX-M	1028104826|WP_063860053.1|1|1|blaCTX-M-43|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-43	CTX-M beta-lactamase (class a) [ARO:3000016]	611.9
MB-RF034	ClassA	1028104826|WP_063860053.1|1|1|blaCTX-M-43|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-43	Class A beta-lactamase [ARO:3000078]	402.1
MB-RF048	CTX-M	1028104828|WP_063860054.1|1|1|blaCTX-M-44|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-44	CTX-M beta-lactamase (class a) [ARO:3000016]	613.4
MB-RF034	ClassA	1028104828|WP_063860054.1|1|1|blaCTX-M-44|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-44	Class A beta-lactamase [ARO:3000078]	403.7
MB-RF048	CTX-M	1028104830|WP_063860055.1|1|1|blaCTX-M-46|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-46	CTX-M beta-lactamase (class a) [ARO:3000016]	628.2
MB-RF034	ClassA	1028104830|WP_063860055.1|1|1|blaCTX-M-46|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-46	Class A beta-lactamase [ARO:3000078]	398.2
MB-RF048	CTX-M	1028104832|WP_063860056.1|1|1|blaCTX-M-47|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-47	CTX-M beta-lactamase (class a) [ARO:3000016]	626.9
MB-RF034	ClassA	1028104832|WP_063860056.1|1|1|blaCTX-M-47|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-47	Class A beta-lactamase [ARO:3000078]	396.5
MB-RF048	CTX-M	1028104834|WP_063860057.1|1|1|blaCTX-M-48|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-48	CTX-M beta-lactamase (class a) [ARO:3000016]	630.2
MB-RF034	ClassA	1028104834|WP_063860057.1|1|1|blaCTX-M-48|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-48	Class A beta-lactamase [ARO:3000078]	401.4
MB-RF048	CTX-M	1028104837|WP_063860058.1|1|1|blaCTX-M-49|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-49	CTX-M beta-lactamase (class a) [ARO:3000016]	624.9
MB-RF034	ClassA	1028104837|WP_063860058.1|1|1|blaCTX-M-49|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-49	Class A beta-lactamase [ARO:3000078]	393.3
MB-RF048	CTX-M	1028104841|WP_063860059.1|1|1|blaCTX-M-50|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-50	CTX-M beta-lactamase (class a) [ARO:3000016]	628.1
MB-RF034	ClassA	1028104841|WP_063860059.1|1|1|blaCTX-M-50|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-50	Class A beta-lactamase [ARO:3000078]	397.8
MB-RF048	CTX-M	1028104843|WP_063860060.1|1|1|blaCTX-M-51|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-51	CTX-M beta-lactamase (class a) [ARO:3000016]	626.8
MB-RF034	ClassA	1028104843|WP_063860060.1|1|1|blaCTX-M-51|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-51	Class A beta-lactamase [ARO:3000078]	397.4
MB-RF048	CTX-M	1028104846|WP_063860061.1|1|1|blaCTX-M-52|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-52	CTX-M beta-lactamase (class a) [ARO:3000016]	626.5
MB-RF034	ClassA	1028104846|WP_063860061.1|1|1|blaCTX-M-52|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-52	Class A beta-lactamase [ARO:3000078]	389.3
MB-RF048	CTX-M	1028104853|WP_063860062.1|1|1|blaCTX-M-54|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-54	CTX-M beta-lactamase (class a) [ARO:3000016]	626.7
MB-RF034	ClassA	1028104853|WP_063860062.1|1|1|blaCTX-M-54|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-54	Class A beta-lactamase [ARO:3000078]	391.7
MB-RF048	CTX-M	1028104877|WP_063860063.1|1|1|blaCTX-M-56|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-56	CTX-M beta-lactamase (class a) [ARO:3000016]	613.4
MB-RF034	ClassA	1028104877|WP_063860063.1|1|1|blaCTX-M-56|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-56	Class A beta-lactamase [ARO:3000078]	403.2
MB-RF048	CTX-M	1028104878|WP_063860064.1|1|1|blaCTX-M-58|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-58	CTX-M beta-lactamase (class a) [ARO:3000016]	622.8
MB-RF034	ClassA	1028104878|WP_063860064.1|1|1|blaCTX-M-58|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-58	Class A beta-lactamase [ARO:3000078]	389.3
MB-RF048	CTX-M	1028104879|WP_063860065.1|1|1|blaCTX-M-59|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-59	CTX-M beta-lactamase (class a) [ARO:3000016]	612.5
MB-RF034	ClassA	1028104879|WP_063860065.1|1|1|blaCTX-M-59|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-59	Class A beta-lactamase [ARO:3000078]	403.5
MB-RF048	CTX-M	1028104880|WP_063860066.1|1|1|blaCTX-M-60|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-60	CTX-M beta-lactamase (class a) [ARO:3000016]	626.2
MB-RF034	ClassA	1028104880|WP_063860066.1|1|1|blaCTX-M-60|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-60	Class A beta-lactamase [ARO:3000078]	391.2
MB-RF048	CTX-M	1028104881|WP_063860067.1|1|1|blaCTX-M-61|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-61	CTX-M beta-lactamase (class a) [ARO:3000016]	626.1
MB-RF034	ClassA	1028104881|WP_063860067.1|1|1|blaCTX-M-61|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-61	Class A beta-lactamase [ARO:3000078]	390.6
MB-RF048	CTX-M	1028104882|WP_063860068.1|1|1|blaCTX-M-63|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-63	CTX-M beta-lactamase (class a) [ARO:3000016]	613.3
MB-RF034	ClassA	1028104882|WP_063860068.1|1|1|blaCTX-M-63|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-63	Class A beta-lactamase [ARO:3000078]	388.7
MB-RF048	CTX-M	1028104883|WP_063860069.1|1|1|blaCTX-M-68|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-68	CTX-M beta-lactamase (class a) [ARO:3000016]	626.1
MB-RF034	ClassA	1028104883|WP_063860069.1|1|1|blaCTX-M-68|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-68	Class A beta-lactamase [ARO:3000078]	391.5
MB-RF048	CTX-M	1028104884|WP_063860070.1|1|1|blaCTX-M-69|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-69	CTX-M beta-lactamase (class a) [ARO:3000016]	626.2
MB-RF034	ClassA	1028104884|WP_063860070.1|1|1|blaCTX-M-69|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-69	Class A beta-lactamase [ARO:3000078]	390.2
MB-RF048	CTX-M	1028104886|WP_063860072.1|1|1|blaCTX-M-73|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-73	CTX-M beta-lactamase (class a) [ARO:3000016]	628.2
MB-RF034	ClassA	1028104886|WP_063860072.1|1|1|blaCTX-M-73|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-73	Class A beta-lactamase [ARO:3000078]	400.6
MB-RF048	CTX-M	1028104887|WP_063860073.1|1|1|blaCTX-M-74|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-74	CTX-M beta-lactamase (class a) [ARO:3000016]	612.4
MB-RF034	ClassA	1028104887|WP_063860073.1|1|1|blaCTX-M-74|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-74	Class A beta-lactamase [ARO:3000078]	402.3
MB-RF048	CTX-M	1028104888|WP_063860074.1|1|1|blaCTX-M-75|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-75	CTX-M beta-lactamase (class a) [ARO:3000016]	613.8
MB-RF034	ClassA	1028104888|WP_063860074.1|1|1|blaCTX-M-75|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-75	Class A beta-lactamase [ARO:3000078]	402.6
MB-RF048	CTX-M	1028104889|WP_063860075.1|1|1|blaCTX-M-76|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-76	CTX-M beta-lactamase (class a) [ARO:3000016]	614.6
MB-RF034	ClassA	1028104889|WP_063860075.1|1|1|blaCTX-M-76|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-76	Class A beta-lactamase [ARO:3000078]	399.4
MB-RF048	CTX-M	1028104890|WP_063860076.1|1|1|blaCTX-M-77|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-77	CTX-M beta-lactamase (class a) [ARO:3000016]	613.4
MB-RF034	ClassA	1028104890|WP_063860076.1|1|1|blaCTX-M-77|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-77	Class A beta-lactamase [ARO:3000078]	400.3
MB-RF048	CTX-M	1028104891|WP_063860077.1|1|1|blaCTX-M-78|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-78	CTX-M beta-lactamase (class a) [ARO:3000016]	614.6
MB-RF034	ClassA	1028104891|WP_063860077.1|1|1|blaCTX-M-78|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-78	Class A beta-lactamase [ARO:3000078]	389.4
MB-RF048	CTX-M	1028104892|WP_063860078.1|1|1|blaCTX-M-79|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-79	CTX-M beta-lactamase (class a) [ARO:3000016]	626.6
MB-RF034	ClassA	1028104892|WP_063860078.1|1|1|blaCTX-M-79|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-79	Class A beta-lactamase [ARO:3000078]	389.9
MB-RF048	CTX-M	1028104893|WP_063860079.1|1|1|blaCTX-M-80|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-80	CTX-M beta-lactamase (class a) [ARO:3000016]	628.3
MB-RF034	ClassA	1028104893|WP_063860079.1|1|1|blaCTX-M-80|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-80	Class A beta-lactamase [ARO:3000078]	391.7
MB-RF048	CTX-M	1028104894|WP_063860080.1|1|1|blaCTX-M-81|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-81	CTX-M beta-lactamase (class a) [ARO:3000016]	623.9
MB-RF034	ClassA	1028104894|WP_063860080.1|1|1|blaCTX-M-81|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-81	Class A beta-lactamase [ARO:3000078]	396.0
MB-RF048	CTX-M	1028104895|WP_063860081.1|1|1|blaCTX-M-82|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-82	CTX-M beta-lactamase (class a) [ARO:3000016]	628.3
MB-RF034	ClassA	1028104895|WP_063860081.1|1|1|blaCTX-M-82|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-82	Class A beta-lactamase [ARO:3000078]	394.5
MB-RF048	CTX-M	1028104896|WP_063860082.1|1|1|blaCTX-M-83|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-83	CTX-M beta-lactamase (class a) [ARO:3000016]	628.1
MB-RF034	ClassA	1028104896|WP_063860082.1|1|1|blaCTX-M-83|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-83	Class A beta-lactamase [ARO:3000078]	399.9
MB-RF048	CTX-M	1028104897|WP_063860083.1|1|1|blaCTX-M-84|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-84	CTX-M beta-lactamase (class a) [ARO:3000016]	628.4
MB-RF034	ClassA	1028104897|WP_063860083.1|1|1|blaCTX-M-84|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-84	Class A beta-lactamase [ARO:3000078]	399.5
MB-RF048	CTX-M	1028104898|WP_063860084.1|1|1|blaCTX-M-85|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-85	CTX-M beta-lactamase (class a) [ARO:3000016]	627.0
MB-RF034	ClassA	1028104898|WP_063860084.1|1|1|blaCTX-M-85|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-85	Class A beta-lactamase [ARO:3000078]	397.7
MB-RF048	CTX-M	1028104899|WP_063860085.1|1|1|blaCTX-M-86|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-86	CTX-M beta-lactamase (class a) [ARO:3000016]	628.0
MB-RF034	ClassA	1028104899|WP_063860085.1|1|1|blaCTX-M-86|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-86	Class A beta-lactamase [ARO:3000078]	399.7
MB-RF048	CTX-M	1028104900|WP_063860086.1|1|1|blaCTX-M-88|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-88	CTX-M beta-lactamase (class a) [ARO:3000016]	625.9
MB-RF034	ClassA	1028104900|WP_063860086.1|1|1|blaCTX-M-88|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-88	Class A beta-lactamase [ARO:3000078]	391.0
MB-RF048	CTX-M	1028104901|WP_063860087.1|1|1|blaCTX-M-89|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-89	CTX-M beta-lactamase (class a) [ARO:3000016]	609.9
MB-RF034	ClassA	1028104901|WP_063860087.1|1|1|blaCTX-M-89|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-89	Class A beta-lactamase [ARO:3000078]	383.8
MB-RF048	CTX-M	1028104902|WP_063860088.1|1|1|blaCTX-M-90|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-90	CTX-M beta-lactamase (class a) [ARO:3000016]	629.5
