Accession	family	query_name	Resfams_description
RF0126	TEM	gb|AAC36883.1|ARO:3000896|TEM-26	TEM beta-lactamase (class a) [ARO:3000014]	632.1
RF0053	ClassA	gb|AAC36883.1|ARO:3000896|TEM-26	Class A beta-lactamase [ARO:3000078]	402.1
RF0039	Beta-lactamase2	gb|AAC36883.1|ARO:3000896|TEM-26	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	132.4
RF0038	Beta-lactamase	gb|AAC36883.1|ARO:3000896|TEM-26	PF00144.19 Beta-lactamase [ARO:3000001]	99.6
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AAK31368.1|ARO:3002021|CMY-10	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	648.4
RF0055	ClassC-AmpC	gb|AAK31368.1|ARO:3002021|CMY-10	Class C beta-lactamases [ARO:3000076;ARO:3000019]	596.3
RF0038	Beta-lactamase	gb|AAK31368.1|ARO:3002021|CMY-10	PF00144.19 Beta-lactamase [ARO:3000001]	262.9
RF0056	ClassD	gb|CCA94649.1|ARO:3001488|OXA-216	Class D beta-lactamases [ARO:3000075;ARO:3000017]	394.6
RF0148	Transpeptidase	gb|CCA94649.1|ARO:3001488|OXA-216	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	113.7
RF0126	TEM	gb|AAS89983.1|ARO:3000976|TEM-113	TEM beta-lactamase (class a) [ARO:3000014]	667.5
RF0053	ClassA	gb|AAS89983.1|ARO:3000976|TEM-113	Class A beta-lactamase [ARO:3000078]	426.4
RF0039	Beta-lactamase2	gb|AAS89983.1|ARO:3000976|TEM-113	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	137.5
RF0038	Beta-lactamase	gb|AAS89983.1|ARO:3000976|TEM-113	PF00144.19 Beta-lactamase [ARO:3000001]	103.9
RF0078	GOB	gb|AAF04458.1|ARO:3000850|GOB-1	GOB beta-lactamase (subclass B3 (metallo-) beta-lactamase) [ARO:3000850]	555.6
RF0125	SubclassB3	gb|AAF04458.1|ARO:3000850|GOB-1	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	378.7
RF0054	ClassB	gb|AAF04458.1|ARO:3000850|GOB-1	Class B beta-lactamase [ARO:3000004]	192.3
RF0085	Lactamase_B	gb|AAF04458.1|ARO:3000850|GOB-1	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	77.8
RF0086	Lactamase_B_2	gb|AAF04458.1|ARO:3000850|GOB-1	PF12706.2 Beta-lactamase superfamily domain [ARO:3000001]	27.7
RF0056	ClassD	gb|AAC41449.1|ARO:3001398|OXA-3	Class D beta-lactamases [ARO:3000075;ARO:3000017]	342.6
RF0148	Transpeptidase	gb|AAC41449.1|ARO:3001398|OXA-3	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	137.4
RF0059	CTXM	gb|AIT97310.1|ARO:3003166|CTX-M-158	CTX-M beta-lactamase (class a) [ARO:3000016]	627.2
RF0053	ClassA	gb|AIT97310.1|ARO:3003166|CTX-M-158	Class A beta-lactamase [ARO:3000078]	417.0
RF0039	Beta-lactamase2	gb|AIT97310.1|ARO:3003166|CTX-M-158	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	141.1
RF0038	Beta-lactamase	gb|AIT97310.1|ARO:3003166|CTX-M-158	PF00144.19 Beta-lactamase [ARO:3000001]	104.2
RF0119	SHV-LEN	gb|AFC60795.1|ARO:3001183|SHV-141	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	665.8
RF0053	ClassA	gb|AFC60795.1|ARO:3001183|SHV-141	Class A beta-lactamase [ARO:3000078]	424.1
RF0039	Beta-lactamase2	gb|AFC60795.1|ARO:3001183|SHV-141	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.5
RF0038	Beta-lactamase	gb|AFC60795.1|ARO:3001183|SHV-141	PF00144.19 Beta-lactamase [ARO:3000001]	108.8
RF0059	CTXM	gb|ABV81082.1|ARO:3001929|CTX-M-68	CTX-M beta-lactamase (class a) [ARO:3000016]	629.6
RF0053	ClassA	gb|ABV81082.1|ARO:3001929|CTX-M-68	Class A beta-lactamase [ARO:3000078]	421.2
RF0039	Beta-lactamase2	gb|ABV81082.1|ARO:3001929|CTX-M-68	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	144.6
RF0038	Beta-lactamase	gb|ABV81082.1|ARO:3001929|CTX-M-68	PF00144.19 Beta-lactamase [ARO:3000001]	106.2
RF0017	ACR_tran	gb|AAC75136.1|ARO:3000793|mdtB	PF00873.14 AcrB/AcrD/AcrF family [ARO:3000216;ARO:3000491;ARO:3000502]	1232.5
RF0115	RND_efflux	gb|AAC75136.1|ARO:3000793|mdtB	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	1070.0
RF0152	vanD	gb|AAM09849.1|ARO:3000005|vanD	VanD: D-Ala-D-Ala ligase that can synthesize D-Ala-D-Lac [ARO:3000005]	789.0
RF0144	D_ala_D_ala	gb|AAM09849.1|ARO:3000005|vanD	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	306.6
RF0060	Dala_Dala_lig_C	gb|AAM09849.1|ARO:3000005|vanD	PF07478.8 D-ala D-ala ligase C-terminus [ARO:3000000]	241.8
RF0061	Dala_Dala_lig_N	gb|AAM09849.1|ARO:3000005|vanD	PF01820.16 D-ala D-ala ligase N-terminus [ARO:3000000]	115.6
RF0119	SHV-LEN	gb|AAF34334.1|ARO:3001078|SHV-20	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	605.8
RF0053	ClassA	gb|AAF34334.1|ARO:3001078|SHV-20	Class A beta-lactamase [ARO:3000078]	394.0
RF0039	Beta-lactamase2	gb|AAF34334.1|ARO:3001078|SHV-20	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.4
RF0038	Beta-lactamase	gb|AAF34334.1|ARO:3001078|SHV-20	PF00144.19 Beta-lactamase [ARO:3000001]	107.1
RF0147	tolC	gb|ACN32294.1|ARO:3000237|tolC	tolC: subunit of efflux pump conferring antibiotic resistance [ARO:3000237]	678.5
RF0113	Qnr	gb|AHE41343.1|ARO:3002768|QnrB55	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	360.2
RF0126	TEM	gb|AAL29435.1|ARO:3000950|TEM-83	TEM beta-lactamase (class a) [ARO:3000014]	664.5
RF0053	ClassA	gb|AAL29435.1|ARO:3000950|TEM-83	Class A beta-lactamase [ARO:3000078]	420.2
RF0039	Beta-lactamase2	gb|AAL29435.1|ARO:3000950|TEM-83	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	130.0
RF0038	Beta-lactamase	gb|AAL29435.1|ARO:3000950|TEM-83	PF00144.19 Beta-lactamase [ARO:3000001]	99.0
RF0062	DHA	gb|AIT76103.1|ARO:3002148|DHA-17	DHA beta-lactamase (class c) [ARO:3000068]	900.8
RF0055	ClassC-AmpC	gb|AIT76103.1|ARO:3002148|DHA-17	Class C beta-lactamases [ARO:3000076;ARO:3000019]	561.2
RF0038	Beta-lactamase	gb|AIT76103.1|ARO:3002148|DHA-17	PF00144.19 Beta-lactamase [ARO:3000001]	275.8
RF0119	SHV-LEN	gb|AFQ23963.1|ARO:3001196|SHV-157	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	666.5
RF0053	ClassA	gb|AFQ23963.1|ARO:3001196|SHV-157	Class A beta-lactamase [ARO:3000078]	431.7
RF0039	Beta-lactamase2	gb|AFQ23963.1|ARO:3001196|SHV-157	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.8
RF0038	Beta-lactamase	gb|AFQ23963.1|ARO:3001196|SHV-157	PF00144.19 Beta-lactamase [ARO:3000001]	112.5
RF0119	SHV-LEN	gb|AAV80715.1|ARO:3002446|OKP-B-13	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	598.4
RF0126	TEM	gb|AAV80715.1|ARO:3002446|OKP-B-13	TEM beta-lactamase (class a) [ARO:3000014]	446.6
RF0053	ClassA	gb|AAV80715.1|ARO:3002446|OKP-B-13	Class A beta-lactamase [ARO:3000078]	414.4
RF0039	Beta-lactamase2	gb|AAV80715.1|ARO:3002446|OKP-B-13	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	128.2
RF0038	Beta-lactamase	gb|AAV80715.1|ARO:3002446|OKP-B-13	PF00144.19 Beta-lactamase [ARO:3000001]	110.6
RF0119	SHV-LEN	gb|AFQ23967.1|ARO:3001200|SHV-161	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	666.0
RF0053	ClassA	gb|AFQ23967.1|ARO:3001200|SHV-161	Class A beta-lactamase [ARO:3000078]	425.9
RF0039	Beta-lactamase2	gb|AFQ23967.1|ARO:3001200|SHV-161	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.7
RF0038	Beta-lactamase	gb|AFQ23967.1|ARO:3001200|SHV-161	PF00144.19 Beta-lactamase [ARO:3000001]	110.8
RF0049	CfxA	gb|AAV37206.1|ARO:3003096|CfxA5	CfxA cephalosporin (class a) [ARO:3001211]	743.6
RF0053	ClassA	gb|AAV37206.1|ARO:3003096|CfxA5	Class A beta-lactamase [ARO:3000078]	266.1
RF0038	Beta-lactamase	gb|AAV37206.1|ARO:3003096|CfxA5	PF00144.19 Beta-lactamase [ARO:3000001]	90.3
RF0039	Beta-lactamase2	gb|AAV37206.1|ARO:3003096|CfxA5	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	88.6
RF0077	Glyoxalase	gb|AEG78825.1|ARO:3002872|FosA3	PF00903.20 Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [ARO:3000000]	44.8
RF0033	APH3	gb|AAA26412.1|ARO:3002642|APH(3')-Ib	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	415.7
RF0032	APH	gb|AAA26412.1|ARO:3002642|APH(3')-Ib	PF01636.18 Phosphotransferase enzyme family [ARO:3000000]	124.8
RF0126	TEM	gb|CAB92324.1|ARO:3000935|TEM-68	TEM beta-lactamase (class a) [ARO:3000014]	666.8
RF0053	ClassA	gb|CAB92324.1|ARO:3000935|TEM-68	Class A beta-lactamase [ARO:3000078]	421.7
RF0039	Beta-lactamase2	gb|CAB92324.1|ARO:3000935|TEM-68	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	134.1
RF0038	Beta-lactamase	gb|CAB92324.1|ARO:3000935|TEM-68	PF00144.19 Beta-lactamase [ARO:3000001]	104.8
RF0050	Chlor_Acetyltrans_CAT	gb|ACX92987.1|ARO:3002845|vatH	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	71.2
RF0059	CTXM	gb|ADY02546.1|ARO:3001961|CTX-M-102	CTX-M beta-lactamase (class a) [ARO:3000016]	626.1
RF0053	ClassA	gb|ADY02546.1|ARO:3001961|CTX-M-102	Class A beta-lactamase [ARO:3000078]	427.0
RF0039	Beta-lactamase2	gb|ADY02546.1|ARO:3001961|CTX-M-102	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	144.2
RF0038	Beta-lactamase	gb|ADY02546.1|ARO:3001961|CTX-M-102	PF00144.19 Beta-lactamase [ARO:3000001]	120.5
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|ACJ65711.1|ARO:3002055|CMY-44	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	766.8
RF0055	ClassC-AmpC	gb|ACJ65711.1|ARO:3002055|CMY-44	Class C beta-lactamases [ARO:3000076;ARO:3000019]	638.1
RF0038	Beta-lactamase	gb|ACJ65711.1|ARO:3002055|CMY-44	PF00144.19 Beta-lactamase [ARO:3000001]	292.7
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AAX58682.2|ARO:3002031|CMY-20	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	778.9
RF0055	ClassC-AmpC	gb|AAX58682.2|ARO:3002031|CMY-20	Class C beta-lactamases [ARO:3000076;ARO:3000019]	651.4
RF0038	Beta-lactamase	gb|AAX58682.2|ARO:3002031|CMY-20	PF00144.19 Beta-lactamase [ARO:3000001]	292.0
RF0059	CTXM	gb|AAF72530.1|ARO:3001877|CTX-M-14	CTX-M beta-lactamase (class a) [ARO:3000016]	629.5
RF0053	ClassA	gb|AAF72530.1|ARO:3001877|CTX-M-14	Class A beta-lactamase [ARO:3000078]	428.1
RF0039	Beta-lactamase2	gb|AAF72530.1|ARO:3001877|CTX-M-14	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	144.5
RF0038	Beta-lactamase	gb|AAF72530.1|ARO:3001877|CTX-M-14	PF00144.19 Beta-lactamase [ARO:3000001]	117.5
RF0113	Qnr	gb|ABX72044.1|ARO:3002728|QnrB14	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	370.6
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AIT76097.1|ARO:3002128|CMY-117	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	770.3
RF0055	ClassC-AmpC	gb|AIT76097.1|ARO:3002128|CMY-117	Class C beta-lactamases [ARO:3000076;ARO:3000019]	648.5
RF0038	Beta-lactamase	gb|AIT76097.1|ARO:3002128|CMY-117	PF00144.19 Beta-lactamase [ARO:3000001]	291.2
RF0126	TEM	gb|ACF32746.1|ARO:3001029|TEM-163	TEM beta-lactamase (class a) [ARO:3000014]	668.2
RF0053	ClassA	gb|ACF32746.1|ARO:3001029|TEM-163	Class A beta-lactamase [ARO:3000078]	424.8
RF0039	Beta-lactamase2	gb|ACF32746.1|ARO:3001029|TEM-163	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	134.5
RF0038	Beta-lactamase	gb|ACF32746.1|ARO:3001029|TEM-163	PF00144.19 Beta-lactamase [ARO:3000001]	105.7
RF0062	DHA	gb|CDL68900.1|ARO:3002143|DHA-12	DHA beta-lactamase (class c) [ARO:3000068]	883.7
RF0055	ClassC-AmpC	gb|CDL68900.1|ARO:3002143|DHA-12	Class C beta-lactamases [ARO:3000076;ARO:3000019]	567.6
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|CDL68900.1|ARO:3002143|DHA-12	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	545.1
RF0038	Beta-lactamase	gb|CDL68900.1|ARO:3002143|DHA-12	PF00144.19 Beta-lactamase [ARO:3000001]	282.9
RF0059	CTXM	gb|AEM44651.1|ARO:3001968|CTX-M-108	CTX-M beta-lactamase (class a) [ARO:3000016]	619.4
RF0053	ClassA	gb|AEM44651.1|ARO:3001968|CTX-M-108	Class A beta-lactamase [ARO:3000078]	414.8
RF0039	Beta-lactamase2	gb|AEM44651.1|ARO:3001968|CTX-M-108	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	142.1
RF0038	Beta-lactamase	gb|AEM44651.1|ARO:3001968|CTX-M-108	PF00144.19 Beta-lactamase [ARO:3000001]	107.9
RF0119	SHV-LEN	gb|CAG25815.2|ARO:3002419|OKP-A-2	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	598.1
RF0053	ClassA	gb|CAG25815.2|ARO:3002419|OKP-A-2	Class A beta-lactamase [ARO:3000078]	414.6
RF0039	Beta-lactamase2	gb|CAG25815.2|ARO:3002419|OKP-A-2	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	124.4
RF0038	Beta-lactamase	gb|CAG25815.2|ARO:3002419|OKP-A-2	PF00144.19 Beta-lactamase [ARO:3000001]	105.3
RF0056	ClassD	gb|ACD45467.1|ARO:3001655|OXA-138	Class D beta-lactamases [ARO:3000075;ARO:3000017]	395.7
RF0148	Transpeptidase	gb|ACD45467.1|ARO:3001655|OXA-138	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	115.8
RF0056	ClassD	gb|AAG35608.1|ARO:3001421|OXA-26	Class D beta-lactamases [ARO:3000075;ARO:3000017]	354.8
RF0148	Transpeptidase	gb|AAG35608.1|ARO:3001421|OXA-26	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	123.1
RF0113	Qnr	gb|AFY16910.1|ARO:3002775|QnrB62	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	369.1
RF0056	ClassD	gb|ADB28891.1|ARO:3001663|OXA-160	Class D beta-lactamases [ARO:3000075;ARO:3000017]	353.0
RF0148	Transpeptidase	gb|ADB28891.1|ARO:3001663|OXA-160	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	123.3
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|ADY19254.1|ARO:3002072|CMY-58	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	779.7
RF0055	ClassC-AmpC	gb|ADY19254.1|ARO:3002072|CMY-58	Class C beta-lactamases [ARO:3000076;ARO:3000019]	647.8
RF0038	Beta-lactamase	gb|ADY19254.1|ARO:3002072|CMY-58	PF00144.19 Beta-lactamase [ARO:3000001]	287.6
RF0126	TEM	gb|ABD60314.1|ARO:3001005|TEM-142	TEM beta-lactamase (class a) [ARO:3000014]	669.8
RF0053	ClassA	gb|ABD60314.1|ARO:3001005|TEM-142	Class A beta-lactamase [ARO:3000078]	424.4
RF0039	Beta-lactamase2	gb|ABD60314.1|ARO:3001005|TEM-142	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	133.8
RF0038	Beta-lactamase	gb|ABD60314.1|ARO:3001005|TEM-142	PF00144.19 Beta-lactamase [ARO:3000001]	103.8
RF0093	MarR_2	gb|BAB56495.1|ARO:3000746|mepR	PF12802.2 MarR family [ARO:3000718]	41.3
RF0092	MarR	gb|BAB56495.1|ARO:3000746|mepR	PF01047.17 MarR family [ARO:3000718]	38.5
RF0168	TE_Inactivator	gb|ARB93503.1|ARO:3004603|tet(56)	Legionella_TE_Inactivator	726.6
RF0081	IND	gb|ADK38716.1|ARO:3002269|IND-14	IND beta-lactamases (subclass B1 (metallo-) beta-lactamase) [ARO:3000060]	527.6
RF0123	SubclassB1	gb|ADK38716.1|ARO:3002269|IND-14	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	280.7
RF0054	ClassB	gb|ADK38716.1|ARO:3002269|IND-14	Class B beta-lactamase [ARO:3000004]	242.4
RF0124	SubclassB2	gb|ADK38716.1|ARO:3002269|IND-14	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	79.3
RF0085	Lactamase_B	gb|ADK38716.1|ARO:3002269|IND-14	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	49.5
RF0126	TEM	gb|CAA66659.1|ARO:3000911|TEM-42	TEM beta-lactamase (class a) [ARO:3000014]	654.4
RF0053	ClassA	gb|CAA66659.1|ARO:3000911|TEM-42	Class A beta-lactamase [ARO:3000078]	415.8
RF0039	Beta-lactamase2	gb|CAA66659.1|ARO:3000911|TEM-42	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	134.1
RF0038	Beta-lactamase	gb|CAA66659.1|ARO:3000911|TEM-42	PF00144.19 Beta-lactamase [ARO:3000001]	104.7
RF0056	ClassD	gb|AEV91554.1|ARO:3001714|OXA-215	Class D beta-lactamases [ARO:3000075;ARO:3000017]	332.6
RF0148	Transpeptidase	gb|AEV91554.1|ARO:3001714|OXA-215	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	121.7
RF0080	IMP	gb|CAE48334.1|ARO:3002207|IMP-16	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	533.3
RF0123	SubclassB1	gb|CAE48334.1|ARO:3002207|IMP-16	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	303.5
RF0054	ClassB	gb|CAE48334.1|ARO:3002207|IMP-16	Class B beta-lactamase [ARO:3000004]	258.0
RF0124	SubclassB2	gb|CAE48334.1|ARO:3002207|IMP-16	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	54.3
RF0085	Lactamase_B	gb|CAE48334.1|ARO:3002207|IMP-16	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	49.3
RF0161	VEB-PER	gb|AEI54993.1|ARO:3002369|PER-7	VEB and PER beta-lactamases (class a) [ARO:3000043;ARO:3000056]	587.0
RF0053	ClassA	gb|AEI54993.1|ARO:3002369|PER-7	Class A beta-lactamase [ARO:3000078]	293.3
RF0039	Beta-lactamase2	gb|AEI54993.1|ARO:3002369|PER-7	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	142.8
RF0038	Beta-lactamase	gb|AEI54993.1|ARO:3002369|PER-7	PF00144.19 Beta-lactamase [ARO:3000001]	56.7
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AEM97673.1|ARO:3002074|CMY-61	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	767.3
RF0055	ClassC-AmpC	gb|AEM97673.1|ARO:3002074|CMY-61	Class C beta-lactamases [ARO:3000076;ARO:3000019]	643.2
RF0038	Beta-lactamase	gb|AEM97673.1|ARO:3002074|CMY-61	PF00144.19 Beta-lactamase [ARO:3000001]	292.0
RF0056	ClassD	gb|AGC60012.1|ARO:3001786|OXA-244	Class D beta-lactamases [ARO:3000075;ARO:3000017]	352.3
RF0148	Transpeptidase	gb|AGC60012.1|ARO:3001786|OXA-244	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	131.9
RF0020	adeB	gb|AAL14440.1|ARO:3000775|adeB	adeB: membrane fusion protein of multidrug efflux complex [ARO:3000775]	2169.3
RF0017	ACR_tran	gb|AAL14440.1|ARO:3000775|adeB	PF00873.14 AcrB/AcrD/AcrF family [ARO:3000216;ARO:3000491;ARO:3000502]	1164.8
RF0115	RND_efflux	gb|AAL14440.1|ARO:3000775|adeB	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	995.1
RF0056	ClassD	gb|ADI58619.1|ARO:3001659|OXA-175	Class D beta-lactamases [ARO:3000075;ARO:3000017]	395.7
RF0148	Transpeptidase	gb|ADI58619.1|ARO:3001659|OXA-175	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	115.8
RF0102	MFS_1	gb|BAB43543.1|ARO:3002132|DHA-1	PF07690.11 Major Facilitator Superfamily [ARO:0010002]	203.9
RF0081	IND	gb|ABS29619.1|ARO:3000841|CGB-1	IND beta-lactamases (subclass B1 (metallo-) beta-lactamase) [ARO:3000060]	499.8
RF0123	SubclassB1	gb|ABS29619.1|ARO:3000841|CGB-1	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	285.5
RF0054	ClassB	gb|ABS29619.1|ARO:3000841|CGB-1	Class B beta-lactamase [ARO:3000004]	243.8
RF0124	SubclassB2	gb|ABS29619.1|ARO:3000841|CGB-1	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	75.9
RF0085	Lactamase_B	gb|ABS29619.1|ARO:3000841|CGB-1	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	49.0
RF0083	KPC	gb|AIH07017.1|ARO:3002329|KPC-19	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	682.5
RF0053	ClassA	gb|AIH07017.1|ARO:3002329|KPC-19	Class A beta-lactamase [ARO:3000078]	369.5
RF0039	Beta-lactamase2	gb|AIH07017.1|ARO:3002329|KPC-19	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	136.7
RF0038	Beta-lactamase	gb|AIH07017.1|ARO:3002329|KPC-19	PF00144.19 Beta-lactamase [ARO:3000001]	104.5
RF0063	DHFR_1	gb|CAC81324.1|ARO:3003015|dfrA19	PF00186.14 Dihydrofolate reductase [ARO:3000745]	93.4
RF0017	ACR_tran	gb|CAC14595.1|ARO:3003056|smeE	PF00873.14 AcrB/AcrD/AcrF family [ARO:3000216;ARO:3000491;ARO:3000502]	1312.5
RF0115	RND_efflux	gb|CAC14595.1|ARO:3003056|smeE	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	1104.0
RF0119	SHV-LEN	gb|ACV32634.1|ARO:3001171|SHV-124	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	632.5
RF0053	ClassA	gb|ACV32634.1|ARO:3001171|SHV-124	Class A beta-lactamase [ARO:3000078]	407.7
RF0039	Beta-lactamase2	gb|ACV32634.1|ARO:3001171|SHV-124	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.3
RF0038	Beta-lactamase	gb|ACV32634.1|ARO:3001171|SHV-124	PF00144.19 Beta-lactamase [ARO:3000001]	110.6
RF0059	CTXM	gb|AGW25368.1|ARO:3002000|CTX-M-142	CTX-M beta-lactamase (class a) [ARO:3000016]	630.0
RF0053	ClassA	gb|AGW25368.1|ARO:3002000|CTX-M-142	Class A beta-lactamase [ARO:3000078]	422.4
RF0039	Beta-lactamase2	gb|AGW25368.1|ARO:3002000|CTX-M-142	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	144.4
RF0038	Beta-lactamase	gb|AGW25368.1|ARO:3002000|CTX-M-142	PF00144.19 Beta-lactamase [ARO:3000001]	111.3
RF0126	TEM	gb|AEG64812.1|ARO:3001374|TEM-185	TEM beta-lactamase (class a) [ARO:3000014]	666.0
RF0053	ClassA	gb|AEG64812.1|ARO:3001374|TEM-185	Class A beta-lactamase [ARO:3000078]	420.9
RF0039	Beta-lactamase2	gb|AEG64812.1|ARO:3001374|TEM-185	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	132.4
RF0038	Beta-lactamase	gb|AEG64812.1|ARO:3001374|TEM-185	PF00144.19 Beta-lactamase [ARO:3000001]	102.8
RF0034	APH6	gb|CAA29136.1|ARO:3002658|APH(6)-Ib	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	396.8
RF0071	ErmC	gb|AAA98296.1|ARO:3000250|ErmC	ErmC: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000250]	559.3
RF0067	Erm23S_rRNA_methyltrans	gb|AAA98296.1|ARO:3000250|ErmC	Emr 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000560]	303.0
RF0078	GOB	gb|ACH58994.1|ARO:3002512|LRA-17	GOB beta-lactamase (subclass B3 (metallo-) beta-lactamase) [ARO:3000850]	459.9
RF0125	SubclassB3	gb|ACH58994.1|ARO:3002512|LRA-17	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	341.0
RF0054	ClassB	gb|ACH58994.1|ARO:3002512|LRA-17	Class B beta-lactamase [ARO:3000004]	188.5
